12/8/2023,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Name,Name,DOB,Age,2021 Exp,COLLEGE,COUNTRY,NBA D YR,NBA D R,NBA D P,NBN D YR,NBN D R,NBN D P,Bio URL,2k Overall,Height,Weight,Primary Pos.,Secondary Pos.,2021 Awards,2022 Awards,2023 Awards,2024 Awards,2025 Awards,2026 Awards,2027 Awards,2028 Awards,2029 Awards,2030 Awards,2031 Awards,2021 Salary,2022 Salary,2023 Salary,2024 Salary,2025 Salary,2026 Salary,2027 Salary,2028 Salary,2029 Salary,2030 Salary,2031 Salary,2032 Salary,2033 Salary,2034 Salary,2035 Salary,2036 Salary,2037 Salary,2038 Salary,2039 Salary,2040 Salary,2020-21 Starts,2022 Starts,2023 Starts,2024 Starts,2025 Starts,2026 Starts,2027 Starts,2028 Starts,2029 Starts,2030 Starts,2031 Starts,Combo Pos.,Team,Img URL,21-22 Primary,21-22 Secondary,22-23 Primary,22-23 Secondary,22-23 OVR
"Beverley, Patrick","BEVERLEY, PATRICK",7/12/1988,35,10,Arkansas,USA,2009,Round 2,Pick 42,,,,https://docs.google.com/spreadsheets/d/1pgcx3HBh9BuhXCxLpoqmVxHQ-x_Y2QOPNMKm07lr9gQ/edit?usp=sharing,79,"6'1""",180 lbs,PG,SG,,,,,,,,,,,,"$13,333,333","$14,320,988",,,,,,,,,,,,,,,,,,,18,0,,,,,,,,,,PG/SG,MIA,https://www.basketball-reference.com/req/202106291/images/players/beverpa01.jpg,PG,SG,PG,SG,78
"BEY, SADDIQ","BEY, SADDIQ",4/9/1999,24,2,Villanova,USA,2020,Round 1,Pick 19,2020,Round 1,Pick 16 (POR),https://docs.google.com/spreadsheets/d/1mWdxRge4zKfpKbS08QB7Kdr6JLWT5Urg8ac-WpZcp-o/edit?usp=sharing,79,"6'7""",215 lbs,SF,PF,,,,,,,,,,,,"$2,600,900","$2,730,900",,,,,,,,,,,,,,,,,,,7,82,82,,,,,,,,,SF/PF,POR,https://www.basketball-reference.com/req/202106291/images/players/beysa01.jpg,SF,PF,SF,PF,
"BEY, TYLER","BEY, TYLER",2/10/1998,25,2,Colorado,USA,2020,Round 2,Pick 36,2020,Round 1,Pick 24 (PHX),https://docs.google.com/spreadsheets/d/1D36tmWrGv8P2nxPcH8DF-NH6WwG2ingDsKuLR-XlUjA/edit?usp=sharing,69,"6'7""",215 lbs,PF,SF,,,,,,,,,,,,"$1,827,900","$1,919,200",,,,,,,,,,,,,,,,,,,0,0,,,,,,,,,,PF/SF,PHX,https://www.basketball-reference.com/req/202106291/images/players/beyty01.jpg,PF,SF,,,
"Birch, Khem","BIRCH, KHEM",9/28/1992,31,5,UNLV,Canada,2014,Undrafted,,,,,https://docs.google.com/spreadsheets/d/1Bnk_sZx5w4Ldv4uaTEji7Farb9BzXdw-k7F0GieKhjM/edit?usp=sharing,76,"6'9""",233 lbs,C,PF,,,,,,,,,,,,"$3,000,000","$10,384,500","$11,215,260",,,,,,,,,,,,,,,,,,4,0,,,,,,,,,,C/PF,UTA,https://www.basketball-reference.com/req/202106291/images/players/birchkh01.jpg,C,PF,,,
"Bitadze, Goga","BITADZE, GOGA",7/20/1999,24,3,None,Georgia,2019,Round 1,Pick 18,,,,https://docs.google.com/spreadsheets/d/1e8KCBt4Ge9bPgnTN9NqHBGuDkJiFNlWjAg7xb9DAIyc/edit?usp=sharing,71,"6'11""",250 lbs,C,,,,,,,,,,,,,"$2,957,520","$3,098,400",,,,,,,,,,,,,,,,,,,,17,,,,,,,,,,C,MEM,https://www.basketball-reference.com/req/202106291/images/players/bitadgo01.jpg,C,,C,,
"Biyombo, Bismack","BIYOMBO, BISMACK",8/28/1992,31,11,None,Democratic Republic of the Congo,2011,Round 1,Pick 7,,,,https://docs.google.com/spreadsheets/d/15MDBd_hm_BrFNnejHLZEx4xUmX9U6Qu72zQqsofUf9I/edit?usp=sharing,73,"6'8""",255 lbs,C,,,,,,,,,,,,,"$1,620,564","$2,641,691",,,,,,,,,,,,,,,,,,,0,0,,,,,,,,,,C,CLE,https://www.basketball-reference.com/req/202106291/images/players/biyombi01.jpg,C,,,,
"Bjelica, Nemanja","BJELICA, NEMANJA",5/9/1988,35,7,None,Serbia,2010,Round 2,Pick 35,,,,https://docs.google.com/spreadsheets/d/1eTHdbWUfaqrrkH9yOolLp-DUQvWWbrEj9Z2vzwKYTIw/edit?usp=sharing,79,"6'10""",234 lbs,PF,SF,,,,,,,,,,,,"$7,150,000","$2,089,448",,,,,,,,,,,,,,,,,,,39,0,,,,,,,,,,PF/SF,FA,https://www.basketball-reference.com/req/202106291/images/players/bjeline01.jpg,PF,SF,,,
"Bledsoe, Eric","BLEDSOE, ERIC",12/9/1989,33,12,Kentucky,USA,2010,Round 1,Pick 18,,,,https://docs.google.com/spreadsheets/d/1kbh0EiUwt-Cywq_T601KbL-X-Ysmm3kWPgLLlg4ZB_4/edit?usp=sharing,77,"6'1""",214 lbs,PG,SG,,,,,,,,,,,,"$16,875,000","$18,125,000",,,,,,,,,,,,,,,,,,,25,0,,,,,,,,,,PG/SG,WAS,https://www.basketball-reference.com/req/202106291/images/players/bledser01.jpg,PG,SG,,,
"Bleijenbergh, Vrenz","BLEIJENBERGH, VRENZ",10/14/2000,23,0,None,Belgium,2021,Undrafted,,2021,Round 2,Pick 36 (SAS),https://docs.google.com/spreadsheets/d/1xxHhXCELAIUc9dY7R7fw-z9vmE829MBxDzCdjW6v-gI/edit?usp=sharing,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Bogdanovic, Bogdan","BOGDANOVIC, BOGDAN",8/18/1992,31,5,None,Serbia,2014,Round 1,Pick 27,,,,https://docs.google.com/spreadsheets/d/1k40SaSZJ2_nkZDqvDomEBI2V8kBV6OE94b3wMWPSsS0/edit?usp=sharing,76,"6'6""",220 lbs,SG,SF,,,,,,,,,,,,"$18,000,000","$18,000,000","$18,000,000","$18,000,000",,,,,,,,,,,,,,,,,30,60,52,,,,,,,,,SG/SF,TOR,https://www.basketball-reference.com/req/202106291/images/players/bogdabo01.jpg,SG,SF,SG,SF,
"Bogdanovic, Bojan","BOGDANOVIC, BOJAN",4/18/1989,34,8,None,Croatia,2011,Round 2,Pick 31,,,,https://docs.google.com/spreadsheets/d/1WdiwF3Gygj1cFD2isOZvIdX8birdwHscGmKLePNu_9s/edit?usp=sharing,82,"6'7""",226 lbs,PF,SF,,,,,,,,,,,,"$17,850,000","$18,700,000","$19,550,000",,,,,,,,,,,,,,,,,,65,57,43,,,,,,,,,PF/SF,DEN,https://www.basketball-reference.com/req/202106291/images/players/bogdabo02.jpg,PF,SF,PF,SF,
"Bol, Bol","BOL, BOL",11/16/1999,24,3,Oregon,Sudan,2019,Round 2,Pick 44,,,,https://docs.google.com/spreadsheets/d/1Kq0Ogprfe4oJlFoEeEaqBdNK-mtq5BO0UsUdtO-E4l8/edit?usp=sharing,71,"7'2""",220 lbs,C,PF,,,,,,,,,,,,"$1,549,812","$1,669,178",,,,,,,,,,,,,,,,,,,0,5,40,,,,,,,,,C/PF,DEN,https://www.basketball-reference.com/req/202106291/images/players/bolbo01.jpg,C,PF,,,
"Bolmaro, Leandro","BOLMARO, LEANDRO",9/11/2000,23,2,None,Argentina,2020,Round 1,Pick 23,2020,Round 2,Pick 41 (SAS),https://docs.google.com/spreadsheets/d/173i5gYKxkERtsnL7scimu3Gx21MJLbkgmUepjx0FBEA/edit?usp=sharing,72,"6'6""",185 lbs,SG,,,,,,,,,,,,,,"$950,000","$1,600,000",,,,,,,,,,,,,,,,,,,0,,,,,,,,,,SG,ATL,https://www.basketball-reference.com/req/202106291/images/players/bolmale01.jpg,SG,,,,
"Bonga, Isaac","BONGA, ISAAC",11/8/1999,24,3,None,Germany,2018,Round 2,Pick 39,,,,https://docs.google.com/spreadsheets/d/1Szn8aRlQCl1dnJbPk8LrHhTx64Lt-IVTCGsRjJeeL28/edit?usp=sharing,70,"6'8""",180 lbs,SF,PF,,,,,,,,,,,,"$1,663,861",,,,,,,,,,,,,,,,,,,,7,,,,,,,,,,,SF/PF,FA,https://www.basketball-reference.com/req/202106291/images/players/bongais01.jpg,SF,PF,,,
"Booker, Devin","BOOKER, DEVIN",10/30/1996,27,7,Kentucky,USA,2015,Round 1,Pick 13,,,,https://docs.google.com/spreadsheets/d/1Iq6s2kcsUEgEVCIXOwEjEyFchMDR63IYRe3R8iyN1hE/edit?usp=sharing,90,"6'5""",206 lbs,SG,PG,,All-NBN Third Team,,,,,,,,,,"$29,467,800","$31,650,600","$33,833,400","$36,016,200",,,,,,,,,,,,,,,,,79,77,64,,,,,,,,,SG/PG,PHX,https://www.basketball-reference.com/req/202106291/images/players/bookede01.jpg,SG,PG,,,
"Lyles, Trey","LYLES, TREY",11/5/1995,28,7,Kentucky,USA,2015,Round 1,Pick 12,,,,https://docs.google.com/spreadsheets/d/1xVMjz0FvKZaeSfzDiduyhJ_pfgOLFdANKkdPxBMPBuU/edit?usp=sharing,76,"6'9""",234 lbs,PF,C,,,,,,,,,,,,"$5,263,158","$5,000,000",,,,,,,,,,,,,,,,,,,1,0,1,,,,,,,,,PF/C,CHA,https://www.basketball-reference.com/req/202106291/images/players/lylestr01.jpg,PF,C,,,
"Boucher, Chris","BOUCHER, CHRIS",1/11/1993,30,5,Oregon,Canada,2017,Undrafted,,,,,https://docs.google.com/spreadsheets/d/1CYOsxZzeTTIvyFspUNHxmN4N0vySiUyPiDzZy1wesj0/edit?usp=sharing,78,"6'9""",200 lbs,PF,C,,,,,,,,,,,,"$4,000,000","$4,000,000","$4,000,000",,,,,,,,,,,,,,,,,,43,0,42,,,,,,,,,PF/C,NOP,https://www.basketball-reference.com/req/202106291/images/players/bouchch01.jpg,PF,C,,,
"Bouknight, James","BOUKNIGHT, JAMES",9/18/2000,23,1,Connecticut,USA,2021,Round 1,Pick 11,2021,Round 1,Pick 9 (PHI),https://docs.google.com/spreadsheets/d/1RL6eKr0si_Oo2kzRz0loCpVP-Mf5cX_ro0-z2g_tswo/edit?usp=sharing,72,"6'4""",190 lbs,SG,,,,,,,,,,,,,,"$3,836,000","$4,028,000",,,,,,,,,,,,,,,,,,,0,,,,,,,,,,SG,PHI,https://www.basketball-reference.com/req/202106291/images/players/bouknja01.jpg,SG,,SG,,
"Bowman, Ky","BOWMAN, KY",6/16/1997,26,3,Boston College,USA,2019,Undrafted,,,,,https://docs.google.com/spreadsheets/d/1i_z0_qxndDqxPhT-YKxRY5l8HOhKSvk_OgEYXLF3VOo/edit?usp=sharing,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,FA,https://www.basketball-reference.com/req/202106291/images/players/bowmaky01.jpg,PG,,,,
"Bradley, Avery","BRADLEY, AVERY",11/26/1990,33,11,Texas,USA,2010,Round 1,Pick 19,,,,https://docs.google.com/spreadsheets/d/1eilq_wD1hE5_D7AJYtLpuUtof3ULoqZG9zZ4eDQhrx0/edit?usp=sharing,73,"6'3""",180 lbs,SG,PG,,,,,,,,,,,,"$5,005,350","$2,641,691",,,,,,,,,,,,,,,,,,,34,0,,,,,,,,,,SG/PG,FA,https://www.basketball-reference.com/req/202106291/images/players/bradlav01.jpg,SG,PG,,,
"Mamukelashvili, Sandro","MAMUKELASHVILI, SANDRO",5/23/1999,24,1,Seton Hall,Georgia,2021,Round 2,Pick 54,2021,Round 2,Pick 59 (NOP),https://docs.google.com/spreadsheets/d/1k2t4HIrQ9eCRX6dJKVbO-a58NKxmEzTLx0dvA8ccD3Y/edit?usp=sharing,71,"6'11""",240 lbs,C,,,,,,,,,,,,,,"$950,000",,,,,,,,,,,,,,,,,,,,6,1,,,,,,,,,C,NOP,https://www.basketball-reference.com/req/202106291/images/players/mamuksa01.jpg,C,,C,,71
"Brazdeikis, Ignas","BRAZDEIKIS, IGNAS",1/8/1999,24,3,Michigan,Lithuania,2019,Round 2,Pick 47,,,,https://docs.google.com/spreadsheets/d/1EtGbQdqx92VVjmLRn9WvgUMZzSIAQ7G57mcQ6ymCc6E/edit?usp=sharing,69,"6'6""",221 lbs,SF,PF,,,,,,,,,,,,"$1,517,981",,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,SF/PF,FA,https://www.basketball-reference.com/req/202106291/images/players/brazdig01.jpg,SF,PF,,,
"Bridges, Mikal","BRIDGES, MIKAL",8/30/1996,27,4,Villanova,USA,2018,Round 1,Pick 10,,,,https://docs.google.com/spreadsheets/d/1txhuIxkiHtWLyvdxOE5ebi9OmW2ER50MNZSxvmx19TQ/edit?usp=sharing,82,"6'6""",209 lbs,SF,PF,,,,,,,,,,,,"$4,359,000","$5,557,725","$19,000,000","$20,520,000","$22,040,000","$23,560,000",,,,,,,,,,,,,,,76,77,43,,,,,,,,,SF/PF,PHX,https://www.basketball-reference.com/req/202106291/images/players/bridgmi01.jpg,SF,PF,,,
"Bridges, Miles","BRIDGES, MILES",3/21/1998,25,4,Michigan State,USA,2018,Round 1,Pick 12,,,,https://docs.google.com/spreadsheets/d/1VwghinS4bM5lRgbctXh7uUc8wMhJwHoJ3AZQFmZJvv4/edit?usp=sharing,83,"6'6""",225 lbs,PF,SF,,,,,,,,,,,,"$3,934,320","$5,421,493",,,,,,,,,,,,,,,,,,,13,82,75,,,,,,,,,PF/SF,MIA,https://www.basketball-reference.com/req/202106291/images/players/bridgmi02.jpg,PF,SF,,,
"Brissett, Oshae","BRISSETT, OSHAE",6/20/1998,25,3,Syracuse,Canada,2019,Undrafted,,,,,https://docs.google.com/spreadsheets/d/1UEJ98nUAxUw8P_MWXax9jwXDZ3W0yvwxN_sZFhTGUB0/edit?usp=sharing,74,"6'7""",210 lbs,PF,C,,,,,,,,,,,,,"$1,869,178",,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,PF/C,IND,https://www.basketball-reference.com/req/202106291/images/players/brissos01.jpg,PF,C,PF,C,
"Brogdon, Malcolm","BROGDON, MALCOLM",12/11/1992,30,6,Virginia,USA,2016,Round 2,Pick 36,,,,https://docs.google.com/spreadsheets/d/1BHwpvHlT9lY_8fW4HEXNbPRIuoWjLxrRkvtCIa-Swck/edit?usp=sharing,83,"6'5""",229 lbs,PG,SG,,,,,,,,,,,,"$20,700,000","$21,700,000","$22,600,000",,,,,,,,,,,,,,,,,,82,79,53,,,,,,,,,PG/SG,MIN,https://www.basketball-reference.com/req/202106291/images/players/brogdma01.jpg,PG,SG,PG,SG,
"Brooks, Armoni","BROOKS, ARMONI",6/5/1998,25,2,Houston,USA,2019,Undrafted,,,,,https://docs.google.com/spreadsheets/d/1WXP7rCQyTDG_jb4oSJzBzVpGjdl-om6VIZ4g2CfcXiY/edit?usp=sharing,73,"6'3""",195 lbs,SG,PG,NBN Champion,,,,,,,,,,,,"$1,517,981",,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,SG/PG,ATL,https://www.basketball-reference.com/req/202106291/images/players/brookar01.jpg,SG,PG,SG,PG,
"McConnell, TJ","MCCONNELL, TJ",3/25/1992,31,7,Arizona,USA,2015,Undrafted,,,,,https://docs.google.com/spreadsheets/d/1prS2jTth-7AItXRVWGKYdINtZuyt4V34HIjQ6gOXTvg/edit?usp=sharing,78,"6'1""",190 lbs,PG,,,,,,,,,,,,,"$3,500,000","$4,910,000","$5,155,500",,,,,,,,,,,,,,,,,,3,3,1,,,,,,,,,PG,IND,https://www.basketball-reference.com/req/202106291/images/players/mccontj01.jpg,PG,,PG,,
"Brown, Bruce","BROWN, BRUCE",8/15/1996,27,4,Miami,USA,2018,Round 2,Pick 42,,,,https://docs.google.com/spreadsheets/d/1oDcjhm-LL4tyj5nmMj3o_Dz2UNUXHcgO1COEzRA7ReE/edit?usp=sharing,75,"6'4""",202 lbs,SG,SF,,,,,,,,,,,,"$1,663,861","$9,535,000","$10,011,750","$10,488,500",,,,,,,,,,,,,,,,,2,4,36,,,,,,,,,SG/SF,DAL,https://www.basketball-reference.com/req/202106291/images/players/brownbr01.jpg,SG,SF,SG,SF,
"Brown, Greg","BROWN, GREG",9/1/2001,22,1,Texas,USA,2021,Round 2,Pick 43,2021,Round 2,Pick 45 (ORL),https://docs.google.com/spreadsheets/d/1wbkS-3jru6X7kgs2IVKQv0ITdJMirCKEBQNmHBbLzFY/edit?usp=sharing,69,"6'8""",206 lbs,SF,PF,,,,,,,,,,,,,"$950,000",,,,,,,,,,,,,,,,,,,,0,39,,,,,,,,,SF/PF,ORL,https://www.basketball-reference.com/req/202106291/images/players/browngr01.jpg,SF,PF,,,
"Brown, Jaylen","BROWN, JAYLEN",10/24/1996,27,6,California,USA,2016,Round 1,Pick 3,,,,https://docs.google.com/spreadsheets/d/1Vv-OepREpQ2KyI7Z6YqG7ZLywHi3D-HzsrQWPKtqyv4/edit?usp=sharing,87,"6'6""",223 lbs,SF,SG,NBN All-Star,,,,,,,,,,,"$22,991,071","$24,830,357","$26,669,643","$28,508,929",,,,,,,,,,,,,,,,,78,53,81,,,,,,,,,SF/SG,BOS,https://www.basketball-reference.com/req/202106291/images/players/brownja02.jpg,SF,SG,SF,SG,
"Brown, Moses","BROWN, MOSES",10/13/1999,24,3,UCLA,USA,2019,Undrafted,,,,,https://docs.google.com/spreadsheets/d/1SPuzodJyhQ_Vegt7wGKVzIW1PJNoc5gskyGSZcMTQp4/edit?usp=sharing,73,"7'2""",245 lbs,C,,,,,,,,,,,,,"$618,160","$1,701,593",,,,,,,,,,,,,,,,,,,17,32,,,,,,,,,,C,PHI,https://www.basketball-reference.com/req/202106291/images/players/brownmo01.jpg,C,,C,,
"Brown, Sterling","BROWN, STERLING",2/10/1995,28,5,Southern Methodist,USA,2017,Round 2,Pick 46,,,,https://docs.google.com/spreadsheets/d/1vXpALLekfMNNnk9deY7_fiKt8xWOfxvCd6giRmLMnuk/edit?usp=sharing,72,"6'5""",219 lbs,SF,SG,,,,,,,,,,,,"$1,251,746","$1,789,256",,,,,,,,,,,,,,,,,,,0,0,,,,,,,,,,SF/SG,FA,https://www.basketball-reference.com/req/202106291/images/players/brownst02.jpg,SF,SG,,,
"Brown, Troy","BROWN, TROY",7/28/1999,24,4,Oregon,USA,2018,Round 1,Pick 15,,,,https://docs.google.com/spreadsheets/d/1XaaFu98HbYzRIYgS2Gd-dbRAa40MTQBav6P8Q6H0Tl0/edit?usp=sharing,71,"6'6""",215 lbs,SF,SG,,,,,,,,,,,,"$3,372,840","$5,170,564",,,,,,,,,,,,,,,,,,,31,0,,,,,,,,,,SF/SG,FA,https://www.basketball-reference.com/req/202106291/images/players/browntr01.jpg,SF,SG,SF,SG,72
"Brunson, Jalen","BRUNSON, JALEN",8/31/1996,27,4,Villanova,USA,2018,Round 2,Pick 33,,,,https://docs.google.com/spreadsheets/d/1eMTiFokSxrdoe0PGtYdPw7G3oJpJjuu_CiOZNy74hfo/edit?usp=sharing,81,"6'1""",190 lbs,PG,,,,,,,,,,,,,"$1,663,861","$18,000,000","$18,900,000","$19,800,000","$20,700,000",,,,,,,,,,,,,,,,0,17,61,,,,,,,,,PG,IND,https://www.basketball-reference.com/req/202106291/images/players/brunsja01.jpg,PG,,PG,,83
"Bryant, Thomas","BRYANT, THOMAS",7/31/1997,26,5,Indiana,USA,2017,Round 2,Pick 42,,,,https://docs.google.com/spreadsheets/d/1zHsPWDg3WkJA4OuiJPM51XBIgPnF5t3vpEKqo6WoUrg/edit?usp=sharing,79,"6'10""",248 lbs,C,PF,,,,,,,,,,,,"$8,333,333","$8,666,667",,,,,,,,,,,,,,,,,,,65,82,82,,,,,,,,,C/PF,LAC,https://www.basketball-reference.com/req/202106291/images/players/bryanth01.jpg,C,PF,C,PF,76
"Muscala, Mike","MUSCALA, MIKE",7/1/1991,32,9,Bucknell,USA,2013,Round 2,Pick 44,,,,https://docs.google.com/spreadsheets/d/1LAxNNjoodyON-NQls8PTcIi50S4-9BpEn-hZIH3kMis/edit?usp=sharing,76,"6'10""",240 lbs,C,PF,,,,,,,,,,,,"$1,218,217","$2,641,691",,,,,,,,,,,,,,,,,,,3,0,1,,,,,,,,,C/PF,MIN,https://www.basketball-reference.com/req/202106291/images/players/muscami01.jpg,C,PF,C,PF,75
"Burke, Trey","BURKE, TREY",11/12/1992,31,9,Michigan,USA,2013,Round 1,Pick 9,,,,https://docs.google.com/spreadsheets/d/1Lu79pa9sXr_3ylYeqdP5B61WKxpmFzCypZksqCIIkTU/edit?usp=sharing,75,"6'0""",185 lbs,SG,PG,,,,,,,,,,,,"$4,760,000","$4,760,000",,,,,,,,,,,,,,,,,,,20,42,,,,,,,,,,SG/PG,FA,https://www.basketball-reference.com/req/202106291/images/players/burketr01.jpg,SG,PG,SG,PG,71
"Okogie, Josh","OKOGIE, JOSH",9/1/1998,25,4,Georgia Institute of Technology,Nigeria,2018,Round 1,Pick 20,,,,https://docs.google.com/spreadsheets/d/1njFCPiCw0W072gq5rRUAIZfh-7AK7tESShgM9TbgqEc/edit?usp=sharing,74,"6'4""",213 lbs,SF,PF,,,,,,,,,,,,"$2,651,040","$4,087,904",,,,,,,,,,,,,,,,,,,0,0,1,,,,,,,,,SF/PF,LAL,https://www.basketball-reference.com/req/202106291/images/players/okogijo01.jpg,SF,PF,,,
"Butler, Jared","BUTLER, JARED",9/25/1999,24,1,Baylor,USA,2021,Round 2,Pick 40,2021,Round 1,Pick 22 (GSW),https://docs.google.com/spreadsheets/d/1oqB_8Vpow8nyZ46Vd-UPovI4HhdEtu731OPBMlKSsoQ/edit?usp=sharing,70,"6'2""",193 lbs,SG,PG,,,,,,,,,,,,,"$2,042,700","$2,144,800",,,,,,,,,,,,,,,,,,,0,,,,,,,,,,SG/PG,GSW,https://www.basketball-reference.com/req/202106291/images/players/butleja02.jpg,SG,PG,,,
"Butler, Jimmy","BUTLER, JIMMY",9/14/1989,34,11,Marquette,USA,2011,Round 1,Pick 30,,,,https://docs.google.com/spreadsheets/d/1Dncdjv_2j-BefVH2OUv_RpoZmKUlaYtQQQ7FH5nOO10/edit?usp=sharing,94,"6'7""",230 lbs,SF,PF,,"All-NBN Second Team, NBN All-Defensive First Team",,,,,,,,,,"$34,379,100","$36,016,200",,,,,,,,,,,,,,,,,,,82,81,59,,,,,,,,,SF/PF,DET,https://www.basketball-reference.com/req/202106291/images/players/butleji01.jpg,SF,PF,SF,PF,93
"Caboclo, Bruno","CABOCLO, BRUNO",9/21/1995,28,7,None,Brazil,2014,Round 1,Pick 20,,,,https://docs.google.com/spreadsheets/d/131UfYYGcS92oUZY7yREAZZycFhJvHDrVzMZeO2jMRjw/edit?usp=sharing,72,"6'9""",218 lbs,C,PF,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,C/PF,FA,https://www.basketball-reference.com/req/202106291/images/players/cabocbr01.jpg,C,PF,,,
"Cacok, Devontae","CACOK, DEVONTAE",10/8/1996,27,2,UNC Wilmington,USA,2019,Undrafted,,,,,https://docs.google.com/spreadsheets/d/1HPJo9x2JLCf0g-rk24YcP-T4BQf-vziZw6Zn0psQy1w/edit?usp=sharing,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,https://www.basketball-reference.com/req/202106291/images/players/cacokde01.jpg,C,PF,,,
"Caldwell-Pope, Kentavious","CALDWELL-POPE, KENTAVIOUS",2/18/1993,30,9,Georgia,USA,2013,Round 1,Pick 8,,,,https://docs.google.com/spreadsheets/d/1d-IKhcaz2FFVItk03C3Z6z0jIb2MZ9wTUTFQh94Rs4s/edit?usp=sharing,74,"6'5""",204 lbs,SG,SF,,,,,,,,,,,,"$8,493,746","$2,389,641",,,,,,,,,,,,,,,,,,,60,5,72,,,,,,,,,SG/SF,WAS,https://www.basketball-reference.com/req/202106291/images/players/caldwke01.jpg,SG,SF,SG,SF,
"CAMPAZZO, FACUNDO","CAMPAZZO, FACUNDO",3/23/1991,32,2,None,Argentina,2013,Undrafted,,,,,https://docs.google.com/spreadsheets/d/1r0xMdAeRVZmAxr55A54hVGEyDlnX8juJms-_3KT7c6w/edit?usp=sharing,76,"5'10""",195 lbs,PG,,,,,,,,,,,,,"$1,211,000","$1,517,981",,,,,,,,,,,,,,,,,,,1,0,,,,,,,,,,PG,FA,https://www.basketball-reference.com/req/202106291/images/players/campafa01.jpg,PG,,,,
"CANCAR, VLATKO","CANCAR, VLATKO",4/10/1997,26,3,None,Slovenia,2017,Round 2,Pick 49,,,,https://docs.google.com/spreadsheets/d/1YMjlJVcnpjD5KNLHrOCerC8sL1lZPEEJIfefC4mm9nE/edit?usp=sharing,70,"6'8""",236 lbs,PF,SF,,,,,,,,,,,,"$1,517,981","$1,782,621",,,,,,,,,,,,,,,,,,,0,0,,,,,,,,,,PF/SF,FA,https://www.basketball-reference.com/req/202106291/images/players/cancavl01.jpg,PF,SF,PF,SF,
"Capela, Clint","CAPELA, CLINT",5/18/1994,29,8,None,Switzerland,2014,Round 1,Pick 25,,,,https://docs.google.com/spreadsheets/d/153DUrW9xWw7OS3xtbNcyRMk0pz8v35qpN72tbmB1RUg/edit?usp=sharing,85,"6'10""",240 lbs,C,,,,,,,,,,,,,"$17,103,448","$18,206,897",,,,,,,,,,,,,,,,,,,82,81,79,,,,,,,,,C,DAL,https://www.basketball-reference.com/req/202106291/images/players/capelca01.jpg,C,,C,,
"Carey, Vernon","CAREY, VERNON",2/25/2001,22,2,Duke,USA,2020,Round 2,Pick 32,2020,Round 2,Pick 33 (MIN),https://docs.google.com/spreadsheets/d/1mruefxj4A3SJU2C6L7odQFAZhcgKznpEZuEx5dAaCps/edit?usp=sharing,72,"6'9""",270 lbs,C,PF,,,,,,,,,,,,"$1,620,564","$1,489,065","$1,752,638",,,,,,,,,,,,,,,,,,0,0,,,,,,,,,,C/PF,SAS,https://www.basketball-reference.com/req/202106291/images/players/careyve01.jpg,C,PF,,,
"Carroll, DeMarre","CARROLL, DEMARRE",7/27/1986,37,13,Missouri,USA,2009,Round 1,Pick 27,,,,https://docs.google.com/spreadsheets/d/11oMyKzyOoRV9pQYNXp3ggl3kuBt4-HPI18qGiXk0eqY/edit?usp=sharing,,,,,,,,,,,,,,,,,"$1,441,743","$1,252,127",,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,FA,https://www.basketball-reference.com/req/202106291/images/players/carrode01.jpg,PF,C,,,
"Carter-Williams, Michael","CARTER-WILLIAMS, MICHAEL",10/10/1991,32,9,Syracuse,USA,2013,Round 1,Pick 11,,,,https://docs.google.com/spreadsheets/d/1mmyc5_TIOnbqwAgHaRLR6mvpLWM6z1hyxCBZpwu2bv4/edit?usp=sharing,72,"6'5""",190 lbs,PG,SG,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,PG/SG,FA,https://www.basketball-reference.com/req/202106291/images/players/cartemi01.jpg,PG,SG,,,
"POKUSEVSKI, ALEKSEJ","POKUSEVSKI, ALEKSEJ",12/26/2001,21,2,None,Serbia,2020,Round 1,Pick 17,2020,Round 1,Pick 21 (SAC),https://docs.google.com/spreadsheets/d/1BgZWW_61qb5yzcy0vKx1fRlkLXOwPWxVyouhUJgxm-Y/edit?usp=sharing,74,"7'0""",190 lbs,SF,PF,,,,,,,,,,,,"$2,065,700","$2,169,100",,,,,,,,,,,,,,,,,,,0,0,1,,,,,,,,,SF/PF,SAC,https://www.basketball-reference.com/req/202106291/images/players/pokusal01.jpg,SF,PF,SF,PF,75
